Handle;Title;Body (HTML);Vendor;Product Category;Published;Variant SKU;Variant Price;Cost per item;Variant Inventory Tracker;Variant Inventory Qty;Image Src;Image Position;Variant Requires Shipping;Variant Barcode;Status
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_H_1_0.jpeg;2;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_H_1_1.jpeg;3;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_4_m.jpg;4;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_H_1_3.jpeg;5;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_H_1_4.jpeg;6;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_6_m.jpg;7;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_8_m.jpg;8;;;
5710-067;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-067_H_1_2.jpeg;9;;;
5710-089;Wembley Dining Chair 2-pack Grey;"<div><p>Create a relaxing eye -catcher on the patio this summer with this dining chair from the Wembley series. The stylish design and delicious gray color make a modern impression. The chair is a real classic and goes home in most households. With high armrests, the chair becomes comfortable to sit in close to the table. Sit comfortably and enjoy lovely meals outdoors!
  
  Care advice:
  Konstrite is a plastic material that is perfect for our Scandinavian climate. The material is UV-resistant and can withstand weather and wind. The fact that it is UV-resistant means that the furniture does not fade, however, we always recommend storing the furniture under a furniture protection or otherwise dry and cool-to extend the service life.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Grey<br/></p><p><strong>Material</strong><br/>Material total seat/back: Wicker<br/>Material Legs: Steel,Wicker<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 94<br/>Overall Width: 62<br/>Overall Depth: 66<br/>Seat Height: 43<br/>Seat Width: 53<br/>Seat Depth: 49<br/>Armrest Height: 65<br/></p><p><strong>Other</strong><br/>Finish / Coating: Powder Coating<br/>Weight Capacity: 160,00<br/>Stackable: No<br/>Cushion Included?: Yes<br/></p>";VENTURE DESIGN;Dining Chair;TRUE;5710-089;0;659.00;shopify;133;https://api.venturedesign.se//assets/products/1200x/5710-089_2_m.jpg;1;TRUE;"	7350107083202";draft
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_4_m.jpg;2;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_6_m.jpg;3;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_1_o.jpg;4;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_2_o.jpg;5;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_10_o.jpg;6;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_3_o.jpg;7;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_4_o.jpg;8;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_11_o.jpg;9;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_5_o.jpg;10;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_6_o.jpg;11;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_9_o.jpg;12;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_7_o.jpg;13;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_8_o.jpg;14;;;
5710-089;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5710-089_12_o.jpg;15;;;
5811-001;Bentwood Corner Sofa Set Black Black;"<div><p>Delicious matching sofa group from the Brentwood series is great for the patio or balcony this summer! The well -thought -out overall design gives a cozy and pleasant impression and creates an inviting eye -catcher - here you want to settle down for a long time and enjoy both convenience and wonderful company. The sofa is made of gray/black artificial rattan and the table in black artificial rattan with a table top in Aintwood. Lighter assembly is required. Get ready for an outstanding nightlife!
  
  Care advice:
  Konstrite is a plastic material that is perfect for our Scandinavian climate. The material is UV-resistant and can withstand weather and wind. The fact that it is UV-resistant means that the furniture does not fade, however, we always recommend storing the furniture under a furniture protection or otherwise dry and cool-to extend the service life.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour Table: Black<br/>Main Colour Sofa: Black<br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material Total Table: Aintwood,Wicker<br/>Material total Sofa: Aintwood,Polyester,Wicker<br/>Main Material Sofa: Wicker<br/>Main Material Table: Aintwood<br/>Material Legs Sofa  : Wicker<br/>Material Legs Table : Wicker<br/></p><p><strong>Dimensions</strong><br/>Sofa Width: 160x173<br/>Sofa Depth: 67<br/>Sofa Height: 73<br/>Seat Width Sofa: 210<br/>Seat Height Sofa: 39<br/>Table Length: 145<br/>Table Width: 75<br/>Table Height: 67<br/>Seat Depth Sofa: 67<br/></p><p><strong>Other</strong><br/>Weight Capacity Sofa: 600<br/>Weight Capacity Table: 56<br/>Removable Cushion Cover: Yes<br/>Cushion Included?: Yes<br/></p>";VENTURE DESIGN;Corner Sofa Set;TRUE;5811-001;0;2799.00;shopify;6;https://api.venturedesign.se//assets/products/1200x/5811-001_H_0_0.jpg;1;TRUE;"	7350133232674";draft
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_2_o.jpg;2;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_3_o.jpg;3;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_1_o.jpg;4;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_12_o.jpg;5;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_H_1_1.jpg;6;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_10_o.jpg;7;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_11_o.jpg;8;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_H_1_0.jpg;9;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_H_0_3.jpg;10;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_H_0_2.jpg;11;;;
5811-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-001_H_0_1.jpg;12;;;
5811-025;Brentwood Corner Sofa Set Grey Grey;"<div><p>Let the time here be the highlight of the summer! Brentwood is a trendy sofa group with a corner sofa and a higher table in matching, stylish design. The sofa is made of gray artificial rattan and the table in gray artificial rattan with a table top in gray Aintwood. The furniture is suitable for outdoor use and therefore fits just as well in the outdoor space as on the balcony. Light gray cushions are included. Lighter assembly is required. Enjoy late summer evenings with loved ones!
  
  Care advice:
  Konstrite is a plastic material that is perfect for our Scandinavian climate. The material is UV-resistant and can withstand weather and wind. The fact that it is UV-resistant means that the furniture does not fade, however, we always recommend storing the furniture under a furniture protection or otherwise dry and cool-to extend the service life.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour Table: Grey<br/>Main Colour Sofa: Grey<br/>Main Colour: Grey<br/></p><p><strong>Material</strong><br/>Material Total Table: Aintwood,Wicker<br/>Material total Sofa: Aintwood,Polyester,Wicker<br/>Main Material Sofa: Wicker<br/>Main Material Table: Aintwood<br/>Material Legs Sofa  : Wicker<br/>Material Legs Table : Steel,Wicker<br/></p><p><strong>Dimensions</strong><br/>Sofa Width: 170x230<br/>Sofa Depth: 67<br/>Sofa Height: 73<br/>Seat Width Sofa: 210<br/>Seat Height Sofa: 39<br/>Table Length: 145<br/>Table Width: 75<br/>Table Height: 67<br/>Seat Depth Sofa: 67<br/></p><p><strong>Other</strong><br/>Weight Capacity Sofa: 400<br/>Removable Cushion Cover: Yes<br/>Cushion Included?: Yes<br/></p>";VENTURE DESIGN;Corner Sofa Set;TRUE;5811-025;0;2799.00;shopify;-1;https://api.venturedesign.se//assets/products/1200x/5811-025_H_0_0.jpg;1;TRUE;"	7350133232681";draft
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_0.jpg;2;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_1.jpg;3;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_2.jpg;4;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_3.jpg;5;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_4.jpg;6;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_5.jpg;7;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_1_6.jpg;8;;;
5811-025;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/5811-025_H_0_1.jpg;9;;;
60002-100;Lumpur Sofa Table ⌀70 Nature;<div><p>Create a lovely community on the patio around our round dining table Lumpur in a fashion-conscious design! The table is made throughout in tasteful teak in a ribbed design. The frame is cylindrical with a slightly flared design in a robust design. The consistently classic natural color is as timeless as it is stylish and easy to match with other decor on the balcony. Enjoy pleasant outdoor meals in the future - no one ends up on the edge here!</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material Legs: Acacia<br/>Material Table Top: Acacia<br/></p><p><strong>Dimensions</strong><br/>Diameter: 70<br/>Height to Table Top: 37,8<br/>Overall Height: 40<br/>Table Top Thickness: 2.2<br/></p><p><strong>Other</strong><br/>Finish / Coating: PU<br/>Product Shape: Round<br/></p>;VENTURE DESIGN;Sofa Table;TRUE;60002-100;0;929.00;shopify;48;https://api.venturedesign.se//assets/products/1200x/60002-100_2_m.jpg;1;TRUE;"	7340206979124";draft
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_10_o.jpg;2;;;
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_12_o.jpg;3;;;
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_13_o.jpg;4;;;
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_6_m.jpg;5;;;
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_8_m.jpg;6;;;
60002-100;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/60002-100_4_m.jpg;7;;;
6002-005;Lumpur Round Dining Table ⌀120 Nature;<div><p>Discover the beauty of outdoor dining with the Lumpur dining table, created to harmonize nature and functionality. Crafted from Acacia, this table is a perfect companion for your outdoor space. The Lumpur table boasts an elegant round shape with an impressive diameter of 120cm, making it the optimal spot to gather friends and family. The rounded base gives the table a sleek and modern feel while providing stability to the structure. Thanks to the robust Acacia wood construction, Lumpur is designed to withstand outdoor weather conditions and preserves its natural beauty over time. The natural color and texture of the wood add a rustic charm to your patio or garden. With the Lumpur dining table, you can enjoy delightful outdoor meals in a stylish and relaxed environment. Create memorable moments and make your outdoor space the perfect gathering spot with the Lumpur dining table in Acacia.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Nature<br/></p><p><strong>Material</strong><br/>Material Legs: Acacia<br/>Material Table Top: Acacia<br/></p><p><strong>Dimensions</strong><br/>Diameter: 120<br/>Height to Table Top: 75<br/>Overall Height: 75<br/>Table Top Thickness: 2<br/></p><p><strong>Other</strong><br/>Extendable: No<br/>Finish / Coating: Coating<br/>NUMBER OF SEATINGS: 4<br/></p>;VENTURE DESIGN;Round Dining Table;TRUE;6002-005;0;2549.00;shopify;10;https://api.venturedesign.se//assets/products/1200x/6002-005_2_m.jpg;1;TRUE;"	7340220812674";draft
6002-005;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6002-005_10_o.jpg;2;;;
6002-005;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6002-005_11_o.jpg;3;;;
6002-005;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6002-005_6_m.jpg;4;;;
6002-005;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6002-005_4_m.jpg;5;;;
6003-001;Croft Round Dining Table ⌀120 Black;"<div><p>The Croft dining table with a diameter of 120 cm is the perfect piece of furniture to blend form and function. Its round design is both practical and elegant, making it easy to welcome more guests to your dinner.

This is the table where no one ends up at the edge. With plenty of space for everyone around the table, you can create memorable moments with your loved ones without cramped spaces.

The table has an aluminum frame that provides stability and durability, and a teak tabletop, known for its natural beauty and resistance to outdoor use. This table is ideal for outdoor use.

Create an inviting and relaxed atmosphere in your garden or patio with this durable and practical dining table. Let it become the hub for your gatherings and enjoy the camaraderie around Croft. This dining table is perfect for creating memorable moments in the fresh air.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Teak<br/></p><p><strong>Dimensions</strong><br/>Diameter: 120<br/>Height to Table Top: 72,5<br/>Overall Height: 75<br/>Table Top Thickness: 2.5<br/></p><p><strong>Other</strong><br/>Extendable: No<br/>Finish / Coating: Powder coating<br/>NUMBER OF SEATINGS: 6<br/></p>";VENTURE DESIGN;Round Dining Table;TRUE;6003-001;0;2369.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/6003-001_4_m.jpg;1;TRUE;"	7340220812506";draft
6003-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6003-001_10_o.jpg;2;;;
6003-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6003-001_13_o.jpg;3;;;
6003-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6003-001_2_m.jpg;4;;;
6003-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6003-001_6_m.jpg;5;;;
6005-400;Garcia Rectangular Dining Table 200 x 100 Grey;<div><p>Dining table from the Garcia series in a classic design with a rectangular tabletop in decorative aintwood - as durable as it is stylish! The frame is in white aluminium, which is lightweight and makes the table easy to move around. The table is perfectly suited for outdoor use and therefore fits equally well in the conservatory as in the garden. Match with our dining chairs in the same series for a complete look and create an eye-catching eye-catcher on your patio. Here you can gather loved ones for brilliant meals this summer!</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Grey<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Aintwood<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 67,5<br/>Overall Width: 100<br/>Overall Height: 74<br/>Overall Length: 200<br/>Table Top Thickness: 1.4<br/></p><p><strong>Other</strong><br/>Extendable: No<br/>NUMBER OF SEATINGS: 6<br/>Product Shape: Rectangular<br/></p>;VENTURE DESIGN;Rectangular Dining Table;TRUE;6005-400;0;1889.00;shopify;24;https://api.venturedesign.se//assets/products/1200x/6005-400_2_m.jpg;1;TRUE;"	7340206978929";draft
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_1_o.jpg;2;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_11_o.jpg;3;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_10_o.jpg;4;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_3_o.jpg;5;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_12_o.jpg;6;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_13_o.jpg;7;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_4_m.jpg;8;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_8_m.jpg;9;;;
6005-400;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6005-400_6_m.jpg;10;;;
6006-001;Borneo Cafe Table 70 x 70 Black;<div><p>The perfect coffee table for your patio! This cafe table from the Borneo series has flexible shapes and a timeless Scandinavian design. Completely made of black aluminium, which gives you a durable table that is easy to move around. Set out the coffee table this summer and enjoy free moments together!</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 71<br/>Overall Width: 70<br/>Overall Height: 75<br/>Overall Length: 70<br/>Table Top Thickness: 1.2<br/></p><p><strong>Other</strong><br/>Extendable: No<br/>NUMBER OF SEATINGS: 2<br/>Product Shape: Square<br/></p>;VENTURE DESIGN;Cafe Table;TRUE;6006-001;0;699.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/6006-001_2_m.jpg;1;TRUE;"	7340206979094";draft
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_11_o.jpg;2;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_10_o.jpg;3;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_14_o.jpg;4;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_1+6125-001_2_6_m.jpg;5;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_1+6125-001_2_4_m.jpg;6;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_4_m.jpg;7;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_6_m.jpg;8;;;
6006-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-001_1+6125-001_2_2_m.jpg;9;;;
6006-006;Borneo Cafe Table 70 x 70 Beige;<div><p>The perfect coffee table for your patio! This cafe table from the Borneo series has flexible shapes and a timeless Scandinavian design. Completely made in beige aluminum, which gives you a durable table that is easy to move around. Set out the coffee table this summer and enjoy free moments together!</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Beige<br/></p><p><strong>Material</strong><br/>Material Legs: Aluminum<br/>Material Table Top: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 71<br/>Overall Width: 70<br/>Overall Height: 75<br/>Overall Length: 70<br/>Table Top Thickness: 1.2<br/></p><p><strong>Other</strong><br/>Extendable: No<br/>NUMBER OF SEATINGS: 2<br/>Product Shape: Square<br/></p>;VENTURE DESIGN;Cafe Table;TRUE;6006-006;0;699.00;shopify;27;https://api.venturedesign.se//assets/products/1200x/6006-006_1_m.jpg;1;TRUE;"	7340206979100";draft
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_13_o.jpg;2;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_10_o.jpg;3;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_11_o.jpg;4;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_14_o.jpg;5;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_3_m.jpg;6;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_5_m.jpg;7;;;
6006-006;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6006-006_7_m.jpg;8;;;
6007-001;Borneo Cafe Table 77 x 57 Black;"<div><p>For those who love to make the most of every square inch of their balcony, we proudly present the Borneo balcony table. This clever table is the ultimate solution for creating extra space and functionality on your balcony, regardless of its size.

The Borneo balcony table is made of black steel and has a sleek and timeless design that fits perfectly in any balcony environment. What truly sets this table apart is its practical function: it can easily be folded up along the balcony railing when you need extra space for a cup of coffee, a book, or an outdoor meal.

When the table is not in use, it can be easily folded down, ensuring it takes up no unnecessary space. This way, you can enjoy your balcony moments without feeling like you're compromising on space. Borneo is the perfect solution to make your balcony even more practical and comfortable.

Whether you live in an apartment with limited space or simply want to maximize your balcony's potential, the Borneo balcony table is the optimal piece of furniture. Create your own little balcony oasis with this smart and functional table and enjoy the outdoor life you deserve</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material Legs: Steel<br/>Material Table Top: Steel<br/></p><p><strong>Dimensions</strong><br/>Height to Table Top: 70<br/>Overall Width: 57<br/>Overall Height: 120<br/>Overall Length: 77<br/>Table Top Thickness: 1<br/></p><p><strong>Other</strong><br/>Finish / Coating: YES<br/>Extendable: No<br/>NUMBER OF SEATINGS: 1<br/>Product Shape: Rectangular<br/></p>";VENTURE DESIGN;Cafe Table;TRUE;6007-001;0;619.00;shopify;14;https://api.venturedesign.se//assets/products/1200x/6007-001_2_m.jpg;1;TRUE;"	7340220811882";draft
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_2_o.jpg;2;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_1_o.jpg;3;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_4_o.jpg;4;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_10_o.jpg;5;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_13_o.jpg;6;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_11_o.jpg;7;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_12_o.jpg;8;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_5_m.jpg;9;;;
6007-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6007-001_4_m.jpg;10;;;
6011-001;Malina Dining Chair 2-pack Black;<div><p>Our popular artificial rattan chair from the Malina series in black. In this armchair with Scandinavian design, you can enjoy many dinners together with your loved ones during the summer. With durable material, an aluminum frame and synthetic rattan, you get a robust chair that stands the test of time. Sit comfortably this summer! The chair is stackable.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Black<br/></p><p><strong>Material</strong><br/>Material total seat/back: Foam,Polyester<br/>Material Legs: Aluminum<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 86<br/>Overall Width: 58<br/>Overall Depth: 60<br/>Seat Height: 45<br/>Seat Width: 45<br/>Seat Depth: 47<br/>Armrest Height: 65<br/>Armrest Width: 4<br/></p><p><strong>Other</strong><br/>Finish / Coating: Powder coating<br/>Weight Capacity: 110,00<br/>Stackable: Yes<br/>Cushion Included?: Yes<br/></p>;VENTURE DESIGN;Dining Chair;TRUE;6011-001;0;439.00;shopify;0;https://api.venturedesign.se//assets/products/1200x/6011-001_2_m.jpg;1;TRUE;"	7340206979445";draft
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_12_o.jpg;2;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_11_o.jpg;3;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_10_o.jpg;4;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_2_o.jpg;5;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_3_o.jpg;6;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_1_o.jpg;7;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_6_o.jpg;8;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_7_o.jpg;9;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-001_4_m.jpg;10;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6004-000_1+6011-001_4__005.jpg;11;;;
6011-001;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6004-000_1+6011-001_4__002.jpg;12;;;
6011-002;Malina Dining Chair 2-pack Grey;"<div><p>Discover Malina, the perfect outdoor chair for elegance and comfort. With a frame of durable aluminum and adorned with beautiful rattan, Malina combines style with durability. The dimensions of 86x58x60 make it a comfortable seat, perfect for placement around the dining table.

Malina is not just a chair; it's an experience of relaxation and style in your outdoor environment. The included polyester cushion adds extra softness, making the seating even more comfortable. In an elegant gray color, Malina becomes a timeless and sophisticated component of your outdoor decor.

Sit comfortably and savor every moment as you gather around the dining table with Malina. Whether it's a quiet moment for yourself or a delightful dinner with loved ones, Malina will create an atmosphere of relaxed luxury. Experience outdoor living with style and comfort – Malina makes it possible.</p><p><strong>Specifikationer</strong></p><p><strong>Color</strong><br/>Main Colour: Grey<br/></p><p><strong>Material</strong><br/>Material total seat/back: Polyester<br/>Material Legs: Wicker<br/></p><p><strong>Dimensions</strong><br/>Overall Height: 86<br/>Overall Width: 58<br/>Overall Depth: 60<br/>Seat Height: 44<br/>Seat Width: 54<br/>Seat Depth: 58<br/>Armrest Height: 21<br/>Armrest Width: 2<br/></p><p><strong>Other</strong><br/>Finish / Coating: Powder Coating<br/>Weight Capacity: 110,00<br/>Stackable: Yes<br/>Cushion Included?: Yes<br/></p>";VENTURE DESIGN;Dining Chair;TRUE;6011-002;0;469.00;shopify;105;https://api.venturedesign.se//assets/products/1200x/6011-002_2_m.jpg;1;TRUE;"	7340220812049";draft
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_1_o.jpg;2;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_12_o.jpg;3;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_11_o.jpg;4;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_10_o.jpg;5;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_8_o.jpg;6;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_7_o.jpg;7;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_5_m.jpg;8;;;
6011-002;;;;;;;;;;;https://api.venturedesign.se/assets/products/1200x/6011-002_4_m.jpg;9;;;
